title,author,url,status,date
Every Day is for the Thief,Teju Cole,http://amzn.com/B00HTPVQDO,done reading,22/12/14
Meditations,Marcus Aurelius,http://amzn.com/0679642609,reading,
Niebla,Miguel de Unamuno,http://amzn.com/1450582508,done reading,
La Edad de Oro,José Martí,http://amzn.com/B004UJI3Q0,on the shelf,
Pasajes de la Guerra Revolucionaria,Ernesto Che Guevara,http://amzn.com/9590104479,on the shelf,
Del Sentimiento Trágico de la Vida,Miguel de Unamuno,http://amzn.com/1505904706,on the shelf,
El Quadern Gris*,Josep Pla,http://amzn.com/B00HUD3EHG,On the shelf,
On China*,Henry Kissinger,http://amzn.com/0143121316,On the shelf,
